Date,Transactions,Items_Sold,Revenue,Avg_Transaction,Profit,Profit_Margin
2025-10-19,59,234.0,14365.0,243.47457627118644,2983.0,20.8
2025-10-20,40,71.0,5090.0,127.25,1025.0,20.1
2025-10-21,41,68.0,3989.0,97.29268292682927,804.0,20.2
2025-10-22,46,91.0,6545.0,142.2826086956522,1347.0,20.6
2025-10-23,44,82.0,5564.0,126.45454545454545,1161.0,20.9
2025-10-24,85,203.0,12399.0,145.87058823529412,2553.0,20.6
2025-10-25,44,163.0,10221.0,232.29545454545453,2187.0,21.4
2025-10-26,53,188.0,10774.0,203.28301886792454,2213.0,20.5
2025-10-27,31,60.0,4183.0,134.93548387096774,854.0,20.4
2025-10-28,37,71.0,5315.0,143.64864864864865,1083.0,20.4
2025-10-29,42,72.0,5127.0,122.07142857142857,1066.0,20.8
2025-10-30,33,64.0,4293.0,130.0909090909091,881.0,20.5
2025-10-31,34,72.0,4496.0,132.23529411764707,916.0,20.4
2025-11-01,82,394.0,28544.0,348.0975609756098,5817.0,20.4
2025-11-02,74,301.0,17865.0,241.4189189189189,3595.0,20.1
2025-11-03,40,73.0,3533.0,88.325,795.0,22.5
2025-11-04,50,86.0,5174.0,103.48,1086.0,21.0
2025-11-05,44,85.0,5511.0,125.25,1129.0,20.5
2025-11-06,54,96.0,6303.0,116.72222222222223,1281.0,20.3
2025-11-07,52,100.0,7786.0,149.73076923076923,1643.0,21.1
2025-11-08,62,222.0,15315.0,247.01612903225808,3227.0,21.1
2025-11-09,66,257.0,14721.0,223.04545454545453,3049.0,20.7
2025-11-10,39,80.0,5892.0,151.07692307692307,1169.0,19.8
2025-11-11,47,102.0,5239.0,111.46808510638297,1094.0,20.9
2025-11-12,39,68.0,4706.0,120.66666666666667,967.0,20.5
2025-11-13,53,88.0,5488.0,103.54716981132076,1152.0,21.0
2025-11-14,48,98.0,6649.0,138.52083333333334,1405.0,21.1
2025-11-15,87,426.0,22373.0,257.1609195402299,4619.0,20.6
2025-11-16,76,316.0,16760.0,220.52631578947367,3501.0,20.9
2025-11-17,40,78.0,4488.0,112.2,945.0,21.1
2025-11-18,43,72.0,5552.0,129.11627906976744,1149.0,20.7
2025-11-19,46,93.0,5361.0,116.54347826086956,1119.0,20.9
2025-11-20,46,92.0,6152.0,133.7391304347826,1268.0,20.6
2025-11-21,52,106.0,6732.0,129.46153846153845,1372.0,20.4
2025-11-22,69,263.0,17995.0,260.7971014492754,3713.0,20.6
2025-11-23,72,254.0,15846.0,220.08333333333334,3160.0,19.9
2025-11-24,46,83.0,5518.0,119.95652173913044,1109.0,20.1
2025-11-25,46,94.0,5763.0,125.28260869565217,1205.0,20.9
2025-11-26,35,60.0,4223.0,120.65714285714286,881.0,20.9
2025-11-27,35,70.0,3964.0,113.25714285714285,808.0,20.4
2025-11-28,58,107.0,7257.0,125.12068965517241,1487.0,20.5
2025-11-29,71,301.0,21383.0,301.16901408450707,4374.0,20.5
2025-11-30,66,277.0,15870.0,240.45454545454547,3300.0,20.8
2025-12-01,37,71.0,4575.0,123.64864864864865,918.0,20.1
2025-12-02,35,58.0,3554.0,101.54285714285714,678.0,19.1
2025-12-03,40,80.0,5770.0,144.25,1227.0,21.3
2025-12-04,52,87.0,6482.0,124.65384615384616,1334.0,20.6
2025-12-05,53,110.0,6357.0,119.94339622641509,1307.0,20.6
2025-12-06,54,200.0,11125.0,206.0185185185185,2237.0,20.1
2025-12-07,58,226.0,10574.0,182.31034482758622,2198.0,20.8
2025-12-08,41,81.0,4241.0,103.4390243902439,874.0,20.6
2025-12-09,48,88.0,4871.0,101.47916666666667,1027.0,21.1
2025-12-10,45,78.0,5520.0,122.66666666666667,1127.0,20.4
2025-12-11,49,85.0,4673.0,95.36734693877551,995.0,21.3
2025-12-12,51,105.0,6160.0,120.7843137254902,1296.0,21.0
2025-12-13,76,281.0,17839.0,234.72368421052633,3610.0,20.2
2025-12-14,54,205.0,13977.0,258.8333333333333,2757.0,19.7
2025-12-15,35,62.0,3839.0,109.68571428571428,790.0,20.6
2025-12-16,50,97.0,6160.0,123.2,1278.0,20.7
2025-12-17,41,76.0,4577.0,111.63414634146342,926.0,20.2
2025-12-18,48,80.0,5480.0,114.16666666666667,1131.0,20.6
2025-12-19,63,125.0,6882.0,109.23809523809524,1455.0,21.1
2025-12-20,81,297.0,17358.0,214.2962962962963,3483.0,20.1
2025-12-21,73,309.0,15502.0,212.35616438356163,3306.0,21.3
2025-12-22,40,67.0,4055.0,101.375,852.0,21.0
2025-12-23,35,66.0,4270.0,122.0,883.0,20.7
2025-12-24,43,71.0,5191.0,120.72093023255815,1076.0,20.7
2025-12-25,78,225.0,13107.0,168.03846153846155,2655.0,20.3
2025-12-26,53,97.0,5474.0,103.28301886792453,1172.0,21.4
2025-12-27,58,261.0,14802.0,255.20689655172413,3030.0,20.5
2025-12-28,49,178.0,11749.0,239.77551020408163,2434.0,20.7
2025-12-29,41,74.0,4596.0,112.09756097560975,963.0,21.0
2025-12-30,34,72.0,4121.0,121.20588235294117,874.0,21.2
2025-12-31,97,232.0,13320.0,137.31958762886597,2823.0,21.2
2026-01-01,68,126.0,7571.0,111.33823529411765,1559.0,20.6
2026-01-02,51,88.0,5373.0,105.3529411764706,1098.0,20.4
2026-01-03,57,213.0,11444.0,200.7719298245614,2220.0,19.4
2026-01-04,58,242.0,15658.0,269.9655172413793,3119.0,19.9
2026-01-05,35,62.0,3985.0,113.85714285714286,834.0,20.9
2026-01-06,39,70.0,5838.0,149.69230769230768,1162.0,19.9
2026-01-07,31,55.0,3200.0,103.2258064516129,678.0,21.2
2026-01-08,31,57.0,4940.0,159.3548387096774,1004.0,20.3
2026-01-09,43,80.0,5589.0,129.97674418604652,1167.0,20.9
2026-01-10,48,216.0,10224.0,213.0,2065.0,20.2
2026-01-11,58,208.0,13522.0,233.13793103448276,2691.0,19.9
2026-01-12,38,69.0,4340.0,114.21052631578948,897.0,20.7
2026-01-13,28,61.0,3098.0,110.64285714285714,633.0,20.4
2026-01-14,42,81.0,4775.0,113.69047619047619,995.0,20.8
2026-01-15,46,86.0,5003.0,108.76086956521739,1023.0,20.4
2026-01-16,57,119.0,7631.0,133.87719298245614,1538.0,20.2
2026-01-17,70,264.0,15860.0,226.57142857142858,3248.0,20.5
2026-01-18,58,199.0,14686.0,253.20689655172413,3028.0,20.6
2026-01-19,30,58.0,3164.0,105.46666666666667,673.0,21.3
2026-01-20,30,53.0,5192.0,173.06666666666666,1061.0,20.4
2026-01-21,33,61.0,3899.0,118.15151515151516,804.0,20.6
2026-01-22,33,62.0,5184.0,157.0909090909091,1068.0,20.6
2026-01-23,54,102.0,5744.0,106.37037037037037,1176.0,20.5
2026-01-24,62,221.0,13856.0,223.48387096774192,2835.0,20.5
2026-01-25,63,224.0,12431.0,197.31746031746033,2471.0,19.9
2026-01-26,33,57.0,3656.0,110.78787878787878,718.0,19.6
2026-01-27,30,56.0,3431.0,114.36666666666666,735.0,21.4
2026-01-28,48,97.0,5386.0,112.20833333333333,1132.0,21.0
2026-01-29,48,90.0,5056.0,105.33333333333333,1065.0,21.1
2026-01-30,37,64.0,4424.0,119.56756756756756,889.0,20.1
2026-01-31,72,275.0,18166.0,252.30555555555554,3660.0,20.1
